tipologia;aforo;largo_m;ancho_m;alto_m;alto_falso_techo_m;mesa_largo_m;mesa_ancho_m;mesa_alto_cm;notas
SALA TP;8;4.70;2.50;2.70;2.40;2.40;1.21;73;Medida sobre la Sala de Bateria 006. Pantalla a 74 cm del suelo, caja de conexiones en mesa a 2,40 m de la pared de la pantalla, HDMI de 7 a 10 m y RJ45 de 10 m al panel Cisco.
